Campaign ID,Campaign,Ad group ID,Ad group,Keyword ID,Keyword,Clicks,Cost,Impressions
139576218,Custom_In Stock Items,8240827818,Custom_In Stock Items_skinmedica_skinmedica acne system,3523857702,skinmedica acne system,0,0,3
139576218,Custom_In Stock Items,8240827818,Custom_In Stock Items_skinmedica_skinmedica acne system,3809684976,skinmedica acne system,0,0,3
139576218,Custom_In Stock Items,8240827818,Custom_In Stock Items_skinmedica_skinmedica acne system,5477742186,skinmedica acne system,0,0,2
139576218,Custom_In Stock Items,8240827938,Custom_In Stock Items_skinmedica_skinmedica acne lotion,13071753249,skinmedica acne lotion,0,0,0
139576218,Custom_In Stock Items,8240827938,Custom_In Stock Items_skinmedica_skinmedica acne lotion,36966141235,skinmedica acne lotion,0,0,0
139576218,Custom_In Stock Items,8240827938,Custom_In Stock Items_skinmedica_skinmedica acne lotion,44244784072,skinmedica acne lotion,0,0,0
139576218,Custom_In Stock Items,8240828058,Custom_In Stock Items_skinmedica_skinmedica acne treatment lotion,5248082720,skinmedica acne treatment lotion,0,0,0
139576218,Custom_In Stock Items,8240828058,Custom_In Stock Items_skinmedica_skinmedica acne treatment lotion,10997421637,skinmedica acne treatment lotion,0,0,0
139576218,Custom_In Stock Items,8240828058,Custom_In Stock Items_skinmedica_skinmedica acne treatment lotion,19532059716,skinmedica acne treatment lotion,0,0,0
139576218,Custom_In Stock Items,8240828178,Custom_In Stock Items_skinmedica_skinmedica eye cream,874069601,skinmedica eye cream,0,0,4
139576218,Custom_In Stock Items,8240828178,Custom_In Stock Items_skinmedica_skinmedica eye cream,2304366611,skinmedica eye cream,0,0,3
139576218,Custom_In Stock Items,8240828178,Custom_In Stock Items_skinmedica_skinmedica eye cream,5145492249,skinmedica eye cream,0,0,1
139576218,Custom_In Stock Items,8240828298,Custom_In Stock Items_skinmedica_skinmedica illuminating eye cream,1315922531,skinmedica illuminating eye cream,0,0,0
139576218,Custom_In Stock Items,8240828298,Custom_In Stock Items_skinmedica_skinmedica illuminating eye cream,3495943725,skinmedica illuminating eye cream,0,0,0
139576218,Custom_In Stock Items,8240828298,Custom_In Stock Items_skinmedica_skinmedica illuminating eye cream,15203075856,skinmedica illuminating eye cream,0,0,0
139576218,Custom_In Stock Items,8240828418,Custom_In Stock Items_skinmedica_skinmedica aha bha cream,12023716990,skinmedica aha bha cream,0,0,7
139576218,Custom_In Stock Items,8240828418,Custom_In Stock Items_skinmedica_skinmedica aha bha cream,38273661579,skinmedica aha bha cream,0,0,2
139576218,Custom_In Stock Items,8240828418,Custom_In Stock Items_skinmedica_skinmedica aha bha cream,45552154774,skinmedica aha bha cream,0,0,2
139576218,Custom_In Stock Items,8240828538,Custom_In Stock Items_skinmedica_skinmedica aha cream,3122013566,skinmedica aha cream,0,0,0
139576218,Custom_In Stock Items,8240828538,Custom_In Stock Items_skinmedica_skinmedica aha cream,45552122374,skinmedica aha cream,0,0,0
139576218,Custom_In Stock Items,8240828538,Custom_In Stock Items_skinmedica_skinmedica aha cream,45552153814,skinmedica aha cream,0,0,0
139576218,Custom_In Stock Items,8240828658,Custom_In Stock Items_skinmedica_skinmedica bha cream,3128257466,skinmedica bha cream,0,0,1
139576218,Custom_In Stock Items,8240828658,Custom_In Stock Items_skinmedica_skinmedica bha cream,61764850098,skinmedica bha cream,0,0,0
139576218,Custom_In Stock Items,8240828658,Custom_In Stock Items_skinmedica_skinmedica bha cream,61764855738,skinmedica bha cream,0,0,0
139576218,Custom_In Stock Items,8240828778,Custom_In Stock Items_skinmedica_skinmedica post-procedure system,61764844818,skinmedica post-procedure system,0,0,0
139576218,Custom_In Stock Items,8240828778,Custom_In Stock Items_skinmedica_skinmedica post-procedure system,61764850698,skinmedica post-procedure system,0,0,0
139576218,Custom_In Stock Items,8240828778,Custom_In Stock Items_skinmedica_skinmedica post-procedure system,61764856338,skinmedica post-procedure system,0,0,0
